long,lat,nombre,barrio
-58.41866907,-34.62676044,CASTRO BARROS 1171,Boedo
-58.41803702,-34.62947068,CASTRO BARROS 1423,Boedo
-58.41791874,-34.63382443,CASTRO BARROS 1773,Boedo
-58.41791913,-34.63641859,CASTRO BARROS 2013,Boedo
-58.42097632,-34.61196102,CASTRO BARROS AV. 33,Almagro
-58.42011089,-34.6161845,CASTRO BARROS AV. 321,Almagro
-58.49314833,-34.64283418,"CASTRO, EMILIO 4853",Villa Luro
-58.49603075,-34.64323986,"CASTRO, EMILIO 5035",Villa Luro
-58.51659447,-34.65257987,"CASTRO, EMILIO AV. 6912",Mataderos
-58.51843251,-34.65328922,"CASTRO, EMILIO AV. 7105",Liniers
-58.52052214,-34.65426041,"CASTRO, EMILIO AV. 7303",Liniers
-58.44139808,-34.55633819,CAZADORES 1884,Belgrano
-58.44236048,-34.55521246,CAZADORES 1988,Belgrano
-58.4454384,-34.55160477,CAZADORES 2370,Belgrano
-58.49970487,-34.62918435,CERVANTES 1004,Velez Sarsfield
-58.40675311,-34.58094229,CERVIÑO AV. 3381,Palermo
-58.41049557,-34.57958335,CERVIÑO AV. 3651,Palermo
-58.41185729,-34.57917521,CERVIÑO AV. 3751,Palermo
-58.44724278,-34.56731966,CESPEDES 2267,Palermo
-58.45396914,-34.57768277,CESPEDES 3352,Colegiales
-58.45569812,-34.58068557,CESPEDES 3620,Chacarita
-58.4090833,-34.59288508,CHARCAS 3053,Recoleta
-58.41340223,-34.59084581,CHARCAS 3371,Palermo
-58.41438562,-34.59010245,CHARCAS 3471,Palermo
-58.41832599,-34.58720022,CHARCAS 3877,Palermo
-58.42956896,-34.57891704,CHARCAS 5054,Palermo
-58.43149917,-34.57746516,CHARCAS 5246,Palermo
-58.44652521,-34.58504529,CHARLONE 74,Chacarita
-58.44884758,-34.58404381,CHARLONE 272,Chacarita
-58.45410363,-34.5819473,CHARLONE 744,Chacarita
-58.4563984,-34.58127007,CHARLONE 912,Chacarita
-58.46376819,-34.5807034,CHARLONE 1526,Villa Ortuzar
-58.46763294,-34.5805868,CHARLONE 1848,Villa Ortuzar
-58.46877608,-34.58055238,CHARLONE 1930,Villa Ortuzar
-58.42747023,-34.65698726,CHARRUA 3285,Nueva Pompeya
-58.42671523,-34.65753184,CHARRUA 3367,Nueva Pompeya
-58.48563278,-34.64470383,CHASCOMUS 4322,Parque Avellaneda
-58.49507763,-34.65258039,CHASCOMUS 5395,Mataderos
-58.49660251,-34.65384251,CHASCOMUS 5585,Mataderos
-58.52487372,-34.64998441,"CHAVEZ, JORGE 7059",Liniers
-58.52630207,-34.65011495,"CHAVEZ, JORGE 7180",Liniers
-58.43316866,-34.57264125,"CHENAUT, INDALESIO, GRAL. AV. 1990",Palermo
-58.42135347,-34.64178146,CHICLANA AV. 4154,Nueva Pompeya
-58.4244749,-34.64205395,"CHILAVERT, MARTINIANO, CORONEL 1151",Nueva Pompeya
-58.39340936,-34.61703259,CHILE 1908,Balvanera
-58.39741155,-34.61734856,CHILE 2192,Balvanera
-58.39995911,-34.6175735,CHILE 2392,Balvanera
-58.40206494,-34.61778639,CHILE 2582,Balvanera
-58.4721908,-34.58860342,CHORROARIN AV. 775,Paternal
-58.39800134,-34.6411232,"CHUTRO, PEDRO, PROF., DR. 2691",Parque Patricios
-58.40489401,-34.6421755,"CHUTRO, PEDRO, PROF., DR. 3012",Parque Patricios
-58.42671142,-34.64080671,COBO AV. 734,Nueva Pompeya
-58.43005562,-34.64137416,COBO AV. 1008,Nueva Pompeya
-58.43415948,-34.64203609,COBO AV. 1367,Parque Chacabuco
-58.4372655,-34.64265548,COBO AV. 1565,Parque Chacabuco
-58.44030777,-34.64327357,COBO AV. 1781,Parque Chacabuco
-58.39654906,-34.62433006,COCHABAMBA 2235,San Cristobal
-58.39997428,-34.62478404,COCHABAMBA 2479,San Cristobal
-58.40593224,-34.62575428,COCHABAMBA 2929,San Cristobal
-58.41001107,-34.62623635,COCHABAMBA 3195,San Cristobal
-58.50434435,-34.57754189,COCHRANE 2587,Villa Pueyrredon
-58.50663078,-34.57895378,COCHRANE 2785,Villa Pueyrredon
-58.50920468,-34.58054645,COCHRANE 2995,Villa Pueyrredon
-58.51406924,-34.58356039,COCHRANE 3343,Villa Devoto
-58.41844031,-34.61558981,COLOMBRES 294,Almagro
-58.41821335,-34.6180605,COLOMBRES 450,Almagro
-58.41795813,-34.62191634,COLOMBRES 752,Boedo
-58.41765496,-34.62524596,COLOMBRES 970,Boedo
-58.41687586,-34.62885251,COLOMBRES 1280,Boedo
-58.41654385,-34.63192323,COLOMBRES 1540,Boedo
-58.39793722,-34.63862575,COLONIA AV. 233,Parque Patricios
-58.3909536,-34.6336638,COMBATE DE LOS POZOS 2171,Parque Patricios
-58.47667285,-34.57850645,COMBATIENTES DE MALVINAS AV. 3549,Villa Ortuzar
-58.46911975,-34.62506551,CONDARCO 536,Flores
-58.4701682,-34.62266464,CONDARCO 780,Flores
-58.49705162,-34.58811126,CONDARCO 4264,Villa Pueyrredon
-58.49824987,-34.58678798,CONDARCO 4456,Villa Pueyrredon
-58.49900162,-34.5859551,CONDARCO 4570,Villa Pueyrredon
-58.50102212,-34.58372998,CONDARCO 4838,Villa Pueyrredon
-58.50267041,-34.58191492,CONDARCO 5064,Villa Pueyrredon
-58.44628367,-34.57973317,CONDE 254,Colegiales
-58.44844024,-34.57852084,CONDE 598,Colegiales
-58.45030183,-34.57761118,CONDE 780,Colegiales
-58.45414219,-34.57584767,CONDE 1060,Colegiales
-58.4553862,-34.57526282,CONDE 1140,Colegiales
-58.45619448,-34.57487748,CONDE 1220,Colegiales
-58.45820172,-34.57391747,CONDE 1430,Colegiales
-58.46782396,-34.56464924,CONDE 2388,Belgrano
-58.44426351,-34.57638191,CONESA 367,Colegiales
-58.44526024,-34.57584551,CONESA 457,Colegiales
-58.44824389,-34.57453122,CONESA 743,Colegiales
-58.45030162,-34.57352347,CONESA 937,Colegiales
-58.45394526,-34.57175993,CONESA 1265,Colegiales
-58.4688753,-34.55884246,CONGRESO AV. 3086,Belgrano
-58.39326095,-34.62530439,CONSTITUCION 1991,San Cristobal
-58.39555447,-34.62553043,CONSTITUCION 2191,San Cristobal
-58.39833542,-34.62592509,CONSTITUCION 2360,San Cristobal
-58.40209662,-34.62651973,CONSTITUCION 2636,San Cristobal
-58.40419973,-34.62685457,CONSTITUCION 2816,San Cristobal
-58.40807224,-34.62735586,CONSTITUCION 3068,San Cristobal
-58.41122177,-34.6275843,CONSTITUCION 3258,San Cristobal
-58.41512385,-34.6278696,CONSTITUCION 3542,Boedo
-58.44934389,-34.58252859,CORDOBA 6355,Chacarita
-58.45018087,-34.58221345,CORDOBA 6437,Chacarita
-58.39089676,-34.59960274,CORDOBA AV. 1670,San Nicolas
-58.40526173,-34.59795251,CORDOBA AV. 2687,Recoleta
-58.40742949,-34.59796855,CORDOBA AV. 2831,Recoleta
-58.41140571,-34.59794647,CORDOBA AV. 3171,Recoleta
-58.41516095,-34.59796504,CORDOBA AV. 3432,Almagro
-58.41668728,-34.59792647,CORDOBA AV. 3544,Almagro
-58.41949299,-34.59769043,CORDOBA AV. 3751,Palermo
-58.42275812,-34.59762647,CORDOBA AV. 3967,Palermo
-58.42541425,-34.59675027,CORDOBA AV. 4151,Palermo
-58.42763306,-34.59568674,CORDOBA AV. 4365,Palermo
-58.42951629,-34.59453057,CORDOBA AV. 4557,Palermo
-58.43984668,-34.58791604,CORDOBA AV. 5528,Chacarita
-58.44157415,-34.58677534,CORDOBA AV. 5706,Chacarita
-58.44391998,-34.58499815,CORDOBA AV. 5945,Palermo
-58.44815811,-34.58296518,CORDOBA AV. 6249,Chacarita
-58.3946579,-34.60456108,CORRIENTES AV. 1962,Balvanera
-58.40688091,-34.60446803,CORRIENTES AV. 2914,Balvanera
-58.40922435,-34.60417735,CORRIENTES AV. 3108,Balvanera
-58.41223395,-34.60418043,CORRIENTES AV. 3326,Balvanera
-58.41513389,-34.60398621,CORRIENTES AV. 3564,Almagro
-58.41785864,-34.60356918,CORRIENTES AV. 3790,Almagro
-58.42057584,-34.60329627,CORRIENTES AV. 3974,Almagro
-58.42323965,-34.60303431,CORRIENTES AV. 4144,Almagro
-58.42647671,-34.60271035,CORRIENTES AV. 4364,Almagro
-58.4291341,-34.60244547,CORRIENTES AV. 4534,Almagro
-58.43782206,-34.60009488,CORRIENTES AV. 5141,Villa Crespo
-58.44006871,-34.59856553,CORRIENTES AV. 5353,Villa Crespo
-58.44277312,-34.59605888,CORRIENTES AV. 5633,Villa Crespo
-58.44463089,-34.59433388,CORRIENTES AV. 5847,Villa Crespo
-58.45194595,-34.58810375,CORRIENTES AV. 6647,Chacarita
-58.45323242,-34.58763632,CORRIENTES AV. 6747,Chacarita
-58.48567673,-34.59657385,"CORTAZAR, JULIO 3577",Agronomia
-58.48663355,-34.59655806,"CORTAZAR, JULIO 3612",Agronomia
-58.51719997,-34.62627874,CORTINA 1566,Monte Castro
-58.50584184,-34.64176255,CORVALAN 314,Villa Luro
-58.50419922,-34.64300077,CORVALAN 458,Villa Luro
-58.50242031,-34.64435186,CORVALAN 604,Villa Luro
-58.50102461,-34.64550134,CORVALAN 762,Mataderos
-58.49719797,-34.64852014,CORVALAN 1096,Mataderos
-58.4951681,-34.65008244,CORVALAN 1248,Mataderos
-58.49270983,-34.65198645,CORVALAN 1494,Mataderos
-58.49079562,-34.65348638,CORVALAN 1680,Mataderos
-58.48489666,-34.65808848,CORVALAN 2176,Mataderos
-58.48121731,-34.66095011,CORVALAN 2506,Villa Lugano
-58.47927703,-34.66246545,CORVALAN 2684,Villa Lugano
-58.47180108,-34.66841688,CORVALAN 3315,Villa Lugano
-58.46868397,-34.67083739,CORVALAN 3597,Villa Lugano
-58.52357525,-34.6399521,COSQUIN 82,Liniers
-58.52334139,-34.64205217,COSQUIN 242,Liniers
-58.52306808,-34.64447912,COSQUIN 496,Liniers
-58.51079606,-34.65759778,COSQUIN 1878,Mataderos
-58.50793732,-34.65995974,COSQUIN 2106,Mataderos
-58.50045881,-34.66620201,COSQUIN 2706,Mataderos
-58.48553068,-34.67837692,COSQUIN 4047,Villa Lugano
-58.48314772,-34.68021757,COSQUIN 4218,Villa Lugano
-58.47601134,-34.68574578,COSQUIN 4772,Villa Riachuelo
-58.47344936,-34.68768598,COSQUIN 4996,Villa Riachuelo
-58.47148024,-34.68917664,COSQUIN 5166,Villa Riachuelo
-58.46870438,-34.69128086,COSQUIN 5394,Villa Riachuelo
-58.46647764,-34.69301721,COSQUIN 5580,Villa Riachuelo
-58.42132067,-34.59163531,COSTA RICA 4138,Palermo
-58.42307974,-34.59097821,COSTA RICA 4286,Palermo
-58.43432937,-34.58300299,COSTA RICA 5566,Palermo
-58.43628826,-34.58147537,COSTA RICA 5758,Palermo
-58.43738327,-34.58062146,COSTA RICA 5870,Palermo
-58.44218836,-34.57657042,CRAMER 290,Colegiales
-58.45011238,-34.57237388,CRAMER 998,Colegiales
-58.45043517,-34.57223602,CRAMER 1002,Colegiales
-58.45927031,-34.56695801,CRAMER AV. 1857,Belgrano
-58.45991267,-34.56621667,CRAMER AV. 1939,Belgrano
-58.46080077,-34.56519331,CRAMER AV. 2049,Belgrano
-58.46332824,-34.56227638,CRAMER AV. 2361,Belgrano
-58.4656386,-34.55978134,CRAMER AV. 2648,Belgrano
-58.46751228,-34.55740425,CRAMER AV. 2947,Nuñez
-58.47008092,-34.55458889,CRAMER AV. 3255,Nuñez
-58.43034897,-34.6515152,CRESPO 2793,Nueva Pompeya
-58.42453671,-34.65566601,CRESPO 3389,Nueva Pompeya
-58.45220904,-34.56392604,CUBA 1780,Belgrano
-58.45365781,-34.56224491,CUBA 1960,Belgrano
-58.50923098,-34.59415514,"CUBAS, JOSE 3585",Villa Devoto
-58.50936805,-34.59417925,"CUBAS, JOSE 3677",Villa Devoto
-58.51486237,-34.59758598,"CUBAS, JOSE 4081",Villa Devoto
-58.51735267,-34.59912105,"CUBAS, JOSE 4287",Villa Devoto
-58.51950007,-34.60044662,"CUBAS, JOSE 4445",Villa Devoto
-58.45509853,-34.60375978,CUCHA CUCHA 1692,Villa Crespo
-58.50310404,-34.59215235,CUENCA 4234,Villa Pueyrredon
-58.50451232,-34.59059652,CUENCA 4466,Villa Pueyrredon
-58.50799175,-34.58676586,CUENCA 4926,Villa Pueyrredon
-58.50952637,-34.58507489,CUENCA 5146,Villa Pueyrredon
-58.51091168,-34.58339066,CUENCA 5383,Villa Pueyrredon
-58.51158477,-34.58264932,CUENCA 5465,Villa Pueyrredon
-58.43496127,-34.66047425,CULPINA 3371,Villa Soldati
-58.43447944,-34.66093943,CULPINA 3407,Villa Soldati
-58.43243172,-34.66358194,CULPINA 3595,Villa Soldati
-58.43221514,-34.66384764,CULPINA 3615,Villa Soldati
-58.43060932,-34.64453521,DARACT AV. 2265,Nueva Pompeya
-58.44547012,-34.59426606,DARWIN 582,Villa Crespo
-58.44344075,-34.59264805,DARWIN 810,Villa Crespo
-58.44116543,-34.59086418,DARWIN 1050,Villa Crespo
-58.43757151,-34.58868558,DARWIN 1347,Palermo
-58.48969559,-34.66605424,"DE LA ROSA, JOSE I., DR. 6190",Villa Lugano
-58.52118984,-34.64046186,"DE LA TORRE, LISANDRO 121",Liniers
-58.52076831,-34.6433458,"DE LA TORRE, LISANDRO 395",Liniers
-58.52053959,-34.64488489,"DE LA TORRE, LISANDRO 533",Liniers
-58.48155228,-34.67757552,"DE LA TORRE, LISANDRO 4072",Villa Lugano
-58.47405617,-34.68342661,"DE LA TORRE, LISANDRO 4640",Villa Lugano
-58.47299269,-34.68429625,"DE LA TORRE, LISANDRO 4740",Villa Lugano
-58.47047914,-34.68624972,"DE LA TORRE, LISANDRO 4954",Villa Riachuelo
-58.46777322,-34.68831685,"DE LA TORRE, LISANDRO 5190",Villa Lugano
-58.46592842,-34.68975681,"DE LA TORRE, LISANDRO 5350",Villa Lugano
-58.46374892,-34.69151327,"DE LA TORRE, LISANDRO 5550",Villa Riachuelo
-58.49070494,-34.58307966,DE LOS CONSTITUYENTES AV. 4379,Villa Urquiza
-58.49199436,-34.58196548,DE LOS CONSTITUYENTES AV. 4531,Villa Urquiza
-58.49293126,-34.58118926,DE LOS CONSTITUYENTES AV. 4663,Villa Urquiza
-58.50393567,-34.57287821,DE LOS CONSTITUYENTES AV. 5895,Villa Urquiza
-58.50586419,-34.57175813,DE LOS CONSTITUYENTES AV. 6047,Villa Urquiza
-58.50258993,-34.6647473,DE LOS CORRALES AV. 6810,Mataderos
-58.50564318,-34.66697932,DE LOS CORRALES AV. 7187,Mataderos
-58.45844075,-34.57051985,DE LOS INCAS AV. 3082,Colegiales
-58.45997562,-34.57202298,DE LOS INCAS AV. 3248,Colegiales
-58.46110033,-34.57310445,DE LOS INCAS AV. 3350,Colegiales
-58.47605999,-34.58250411,DE LOS INCAS AV. 4649,Parque Chas
-58.47844568,-34.5843054,DE LOS INCAS AV. 4851,Parque Chas
-58.48381223,-34.5883509,DE LOS INCAS AV. 5435,Parque Chas
-58.40429554,-34.63470834,DEAN FUNES 2021,Parque Patricios
-58.4662952,-34.53768657,DEHEZA 1631,Nuñez
-58.46862807,-34.53895963,DEHEZA 1890,Nuñez
-58.46764366,-34.59008704,DEL CAMPO AV. 1346,Paternal
-58.46980427,-34.58815889,DEL CAMPO AV. 1553,Villa Ortuzar
-58.51255026,-34.58082994,DEL FOMENTISTA AV. 3163,Villa Pueyrredon
-58.38454742,-34.58747522,DEL LIBERTADOR AV. 848,Recoleta
-58.38817779,-34.58564242,DEL LIBERTADOR AV. 1154,Recoleta
-58.3944132,-34.58377877,DEL LIBERTADOR AV. 1465,Recoleta
-58.40426097,-34.58107245,DEL LIBERTADOR AV. 2250,Palermo
-58.40511665,-34.5803865,DEL LIBERTADOR AV. 2330,Palermo
-58.40834314,-34.57821062,DEL LIBERTADOR AV. 2764,Palermo
-58.41040782,-34.57729006,DEL LIBERTADOR AV. 2920,Palermo
-58.41230451,-34.57643059,DEL LIBERTADOR AV. 3128,Palermo
-58.419762,-34.57297939,DEL LIBERTADOR AV. 3622,Palermo
-58.42998554,-34.56770855,DEL LIBERTADOR AV. 4370,Palermo
-58.43206885,-34.56652099,DEL LIBERTADOR AV. 4580,Palermo
-58.43485322,-34.56485073,DEL LIBERTADOR AV. 4820,Palermo
-58.4377967,-34.56326048,DEL LIBERTADOR AV. 5064,Palermo
-58.43918576,-34.56302149,DEL LIBERTADOR AV. 5154,Palermo
-58.44114547,-34.5626348,DEL LIBERTADOR AV. 5282,Palermo
-58.44197518,-34.5624611,DEL LIBERTADOR AV. 5324,Belgrano
-58.44556083,-34.55896349,DEL LIBERTADOR AV. 5755,Belgrano
-58.44746017,-34.55714903,DEL LIBERTADOR AV. 5954,Belgrano
-58.44976728,-34.55446714,DEL LIBERTADOR AV. 6250,Belgrano
-58.45007803,-34.55371689,DEL LIBERTADOR AV. 6305,Belgrano
-58.4513277,-34.55265123,DEL LIBERTADOR AV. 6444,Belgrano
-58.45208226,-34.55177648,DEL LIBERTADOR AV. 6550,Belgrano
-58.4527871,-34.55094859,DEL LIBERTADOR AV. 6662,Belgrano
-58.4546509,-34.54914246,DEL LIBERTADOR AV. 6850,Nuñez
-58.45793652,-34.54637927,DEL LIBERTADOR AV. 7264,Nuñez
-58.46278434,-34.54201669,DEL LIBERTADOR AV. 7904,Nuñez
-58.46370443,-34.54112322,DEL LIBERTADOR AV. 8008,Nuñez
-58.46466686,-34.53961661,DEL LIBERTADOR AV. 8240,Nuñez
-58.46506198,-34.5389689,DEL LIBERTADOR AV. 8322,Nuñez
-58.46613073,-34.53724037,DEL LIBERTADOR AV. 8560,Nuñez
-58.45838281,-34.57708326,DELGADO 1172,Colegiales
-58.47576513,-34.67145046,"DELLEPIANE, LUIS, TTE. GRAL. 5396",Villa Lugano
-58.41785853,-34.60845489,DIAZ VELEZ AV. 3623,Almagro
-58.42244265,-34.60866954,DIAZ VELEZ AV. 3974,Almagro
-58.42542513,-34.6087291,DIAZ VELEZ AV. 4144,Almagro
-58.42810861,-34.60879621,DIAZ VELEZ AV. 4320,Almagro
-58.43232911,-34.60882575,DIAZ VELEZ AV. 4654,Caballito
-58.4376139,-34.60871295,DIAZ VELEZ AV. 5019,Caballito
-58.44326081,-34.60818659,DIAZ VELEZ AV. 5484,Caballito
-58.425444,-34.63492119,"DIAZ, AVELINO 333",Parque Chacabuco
-58.42822832,-34.63538034,"DIAZ, AVELINO 551",Parque Chacabuco
-58.43004982,-34.63568311,"DIAZ, AVELINO 715",Parque Chacabuco
-58.43402466,-34.63628651,"DIAZ, AVELINO 1027",Parque Chacabuco
-58.43875583,-34.63716056,"DIAZ, AVELINO 1336",Parque Chacabuco
-58.44211917,-34.63799508,"DIAZ, AVELINO 1592",Parque Chacabuco
-58.44405306,-34.63838972,"DIAZ, AVELINO 1736",Parque Chacabuco
-58.44582023,-34.63937768,"DIAZ, AVELINO 1946",Parque Chacabuco
-58.44761433,-34.64098605,"DIAZ, AVELINO 2144",Flores
-58.44996717,-34.64305068,"DIAZ, AVELINO 2348",Flores
-58.4519458,-34.64474622,"DIAZ, AVELINO 2552",Flores
-58.46573482,-34.6078624,"DIAZ, CESAR, GRAL. 1836",Villa Gral. Mitre
-58.46876909,-34.60908562,"DIAZ, CESAR, GRAL. 2080",Villa Gral. Mitre
-58.47095462,-34.61022527,"DIAZ, CESAR, GRAL. 2246",Villa Gral. Mitre
-58.47435525,-34.61201851,"DIAZ, CESAR, GRAL. 2524",Villa Gral. Mitre
-58.47664953,-34.61323216,"DIAZ, CESAR, GRAL. 2710",Villa Santa Rita
-58.47995975,-34.61497944,"DIAZ, CESAR, GRAL. 2974",Villa Santa Rita
-58.48087731,-34.61545969,"DIAZ, CESAR, GRAL. 3040",Villa Santa Rita
-58.48323545,-34.61670322,"DIAZ, CESAR, GRAL. 3232",Villa Santa Rita
-58.48632661,-34.61849672,"DIAZ, CESAR, GRAL. 3554",Villa Santa Rita
-58.49166801,-34.62302216,"DIAZ, CESAR, GRAL. 4170",Floresta
-58.49587733,-34.62609702,"DIAZ, CESAR, GRAL. 4612",Velez Sarsfield
-58.49902261,-34.62871871,"DIAZ, CESAR, GRAL. 5057",Velez Sarsfield
-58.49999217,-34.62956588,"DIAZ, CESAR, GRAL. 5125",Velez Sarsfield
-58.50291793,-34.63214382,"DIAZ, CESAR, GRAL. 5391",Villa Luro
-58.50376954,-34.63291975,"DIAZ, CESAR, GRAL. 5477",Villa Luro
-58.41373008,-34.59319532,"DIAZ, CNEL. AV. 1492",Palermo
-58.41260841,-34.59187217,"DIAZ, CNEL. AV. 1668",Palermo
-58.41083538,-34.58981554,"DIAZ, CNEL. AV. 1836",Palermo
-58.40959094,-34.58819497,"DIAZ, CNEL. AV. 1992",Palermo
-58.40845445,-34.5865775,"DIAZ, CNEL. AV. 2170",Palermo
-58.40745057,-34.58530618,"DIAZ, CNEL. AV. 2334",Recoleta
-58.40584901,-34.58265434,"DIAZ, CNEL. AV. 2572",Palermo
-58.46292619,-34.59826425,"DICKMAN, ADOLFO, DR. 1095",Paternal
-58.46349175,-34.60006163,"DICKMAN, ADOLFO, DR. 1247",Paternal
-58.46424204,-34.60245832,"DICKMAN, ADOLFO, DR. 1463",Paternal
-58.42878499,-34.62736243,DIRECTORIO AV. 150,Parque Chacabuco
-58.43305279,-34.62798053,DIRECTORIO AV. 448,Parque Chacabuco
-58.4364659,-34.6284806,DIRECTORIO AV. 656,Parque Chacabuco
-58.4397587,-34.6289598,DIRECTORIO AV. 906,Parque Chacabuco
-58.44551815,-34.62981721,DIRECTORIO AV. 1260,Parque Chacabuco
-58.44780743,-34.63016001,DIRECTORIO AV. 1480,Parque Chacabuco
-58.45111383,-34.63065112,DIRECTORIO AV. 1680,Parque Chacabuco
-58.45213368,-34.63089246,DIRECTORIO AV. 1734,Parque Chacabuco
-58.45454259,-34.63163721,DIRECTORIO AV. 1908,Flores
-58.45994782,-34.63333998,DIRECTORIO AV. 2356,Flores
-58.46281497,-34.63421093,DIRECTORIO AV. 2560,Flores
-58.46545078,-34.63499845,DIRECTORIO AV. 2748,Flores
-58.46816985,-34.63581173,DIRECTORIO AV. 2950,Flores
-58.47051659,-34.63651301,DIRECTORIO AV. 3122,Flores
-58.47216097,-34.63700257,DIRECTORIO AV. 3288,Parque Avellaneda
-58.47394746,-34.63772259,DIRECTORIO AV. 3458,Parque Avellaneda
-58.4767888,-34.63948089,DIRECTORIO AV. 3764,Parque Avellaneda
-58.4946538,-34.65379633,DIRECTORIO AV. 5461,Mataderos
-58.49562504,-34.65460344,DIRECTORIO AV. 5591,Mataderos
-58.4974253,-34.65610671,DIRECTORIO AV. 5807,Mataderos
-58.50410017,-34.66088886,DIRECTORIO AV. 6621,Mataderos
-58.50496612,-34.66160944,DIRECTORIO AV. 6719,Mataderos
-58.50771783,-34.66390153,DIRECTORIO AV. 7091,Mataderos
-58.50850412,-34.66455667,DIRECTORIO AV. 7185,Mataderos
-58.50978317,-34.66561815,DIRECTORIO AV. 7321,Mataderos
-58.47594438,-34.63457015,DOLORES 163,Floresta
-58.3616138,-34.64031034,DON PEDRO DE MENDOZA AV. 2013,Boca
-58.3580421,-34.64482433,DON PEDRO DE MENDOZA AV. 2661,Boca
-58.47263022,-34.57576682,DONADO 1788,Villa Ortuzar
-58.44300762,-34.58132484,DORREGO 1782,Colegiales
-58.44204466,-34.58043225,DORREGO 1876,Colegiales
-58.44110915,-34.57956035,DORREGO 1946,Colegiales
-58.4390231,-34.57770983,DORREGO 2162,Palermo
-58.43828772,-34.57713896,DORREGO 2250,Palermo
-58.45191519,-34.59525162,DORREGO AV. 392,Chacarita
-58.44913437,-34.59296489,DORREGO AV. 684,Chacarita
-58.44474263,-34.58409279,DORREGO AV. 1524,Chacarita
-58.43361038,-34.57427998,DORREGO AV. 2657,Palermo
-58.43074791,-34.57424753,DORREGO AV. 2851,Palermo
-58.43681179,-34.6019761,"DRAGO, LUIS MARIA 234",Villa Crespo
-58.43787025,-34.60089822,"DRAGO, LUIS MARIA 366",Villa Crespo
-58.44150422,-34.5523026,DRAGONES 2140,Belgrano
-58.44368695,-34.5497607,DRAGONES 2414,Belgrano
-58.4544326,-34.59356523,"DUMONT, SANTOS 4526",Chacarita
-58.45778397,-34.64241819,ECHEANDIA 2730,Flores
-58.46943156,-34.65214711,ECHEANDIA 3818,Parque Avellaneda
-58.47307912,-34.65558715,ECHEANDIA 4218,Parque Avellaneda
-58.49597788,-34.67629788,ECHEANDIA 6835,Villa Lugano
-58.4969915,-34.67731922,ECHEANDIA 6990,Villa Lugano
-58.43851682,-34.5527157,ECHEVERRIA 760,Belgrano
-58.43994252,-34.55355927,ECHEVERRIA 876,Belgrano
-58.44109635,-34.5542415,ECHEVERRIA 980,Belgrano
-58.44416831,-34.55607513,ECHEVERRIA 1262,Belgrano
-58.45079903,-34.56002704,ECHEVERRIA 1864,Belgrano
-58.45185857,-34.56065187,ECHEVERRIA 1974,Belgrano
-58.46088354,-34.56597753,ECHEVERRIA 2946,Belgrano
-58.46597602,-34.56900063,ECHEVERRIA 3434,Belgrano
-58.46712333,-34.56967806,ECHEVERRIA 3526,Belgrano
-58.41654131,-34.59270052,EL SALVADOR 3819,Palermo
-58.42159252,-34.59273365,EL SALVADOR 4147,Palermo
-58.4239341,-34.59161436,EL SALVADOR 4389,Palermo
-58.43486484,-34.58374596,EL SALVADOR 5543,Palermo
-58.43679638,-34.58213835,EL SALVADOR 5737,Palermo
-58.44022979,-34.57928593,EL SALVADOR 6083,Palermo
-58.46660899,-34.59150996,ELCANO 4760,Paternal
-58.46700927,-34.59177302,ELCANO 4804,Paternal
-58.46979026,-34.59360283,ELCANO 5076,Paternal
-58.45787567,-34.57025045,ELCANO AV. 2944,Colegiales
-58.45911407,-34.57269383,ELCANO AV. 3150,Colegiales
-58.4596437,-34.57387765,ELCANO AV. 3258,Colegiales
-58.45991299,-34.57757418,ELCANO AV. 3542,Colegiales
-58.46005797,-34.57748845,ELCANO AV. 3545,Colegiales
-58.46045228,-34.57891471,ELCANO AV. 3640,Chacarita
-58.50836817,-34.64570523,ERCILLA 5960,Liniers
-58.51040708,-34.64753962,ERCILLA 6190,Liniers
-58.51236256,-34.6492828,ERCILLA 6344,Liniers
-58.51295324,-34.64980621,ERCILLA 6452,Liniers
-58.42821352,-34.65414956,EREZCANO 3042,Nueva Pompeya
-58.42625539,-34.65554428,EREZCANO 3246,Nueva Pompeya
-58.49427432,-34.645614,ESCALADA AV. 858,Parque Avellaneda
-58.49175237,-34.64759644,ESCALADA AV. 1070,Parque Avellaneda
-58.48873596,-34.6499595,ESCALADA AV. 1368,Parque Avellaneda
-58.48752587,-34.65092575,ESCALADA AV. 1496,Parque Avellaneda
-58.4857368,-34.65234841,ESCALADA AV. 1650,Parque Avellaneda
-58.48222712,-34.65520169,ESCALADA AV. 1949,Mataderos
-58.47024809,-34.61116695,"ESCALADA DE SAN MARTIN, R. 2239",Villa Gral. Mitre
-58.47255318,-34.61238738,"ESCALADA DE SAN MARTIN, R. 2445",Villa Gral. Mitre
-58.47368545,-34.61299009,"ESCALADA DE SAN MARTIN, R. 2539",Villa Gral. Mitre
-58.47779974,-34.61515388,"ESCALADA DE SAN MARTIN, R. 2877",Villa Santa Rita
-58.47915028,-34.61586767,"ESCALADA DE SAN MARTIN, R. 2975",Villa Santa Rita
-58.48278998,-34.61777457,"ESCALADA DE SAN MARTIN, R. 3251",Villa Santa Rita
-58.48542187,-34.61936915,"ESCALADA DE SAN MARTIN, R. 3463",Villa Santa Rita
-58.48704249,-34.62075898,"ESCALADA DE SAN MARTIN, R. 3677",Villa Santa Rita
