long,lat,nombre,barrio
-58.48588399,-34.63012966,AVELLANEDA AV. 4092,Floresta
-58.4592709,-34.57416982,"AVILES, VIRREY 3267",Colegiales
-58.37112279,-34.63989572,AZARA 883,Barracas
-58.47455924,-34.63459316,AZUL 208,Floresta
-58.47181828,-34.64096585,AZUL 838,Parque Avellaneda
-58.45726705,-34.62423407,BACACAY 1827,Flores
-58.46037895,-34.62531705,BACACAY 2145,Flores
-58.46259776,-34.62607441,BACACAY 2319,Flores
-58.46548829,-34.62688047,BACACAY 2517,Flores
-58.46915056,-34.62798616,BACACAY 2787,Flores
-58.48334898,-34.63167555,BACACAY 3949,Floresta
-58.48727702,-34.63268803,BACACAY 4271,Velez Sarsfield
-58.49491466,-34.63452788,BACACAY 4858,Velez Sarsfield
-58.49724143,-34.63482763,BACACAY 5020,Villa Luro
-58.50015033,-34.63520913,BACACAY 5210,Villa Luro
-58.50267067,-34.63553741,BACACAY 5410,Villa Luro
-58.50541122,-34.63582496,BACACAY 5606,Villa Luro
-58.42944374,-34.57305273,BAEZ 90,Palermo
-58.43290914,-34.57107358,BAEZ 476,Palermo
-58.48962989,-34.62071631,BAHIA BLANCA 1425,Floresta
-58.49289003,-34.60479881,BAIGORRIA 3211,Villa Del Parque
-58.49555148,-34.60634302,BAIGORRIA 3495,Villa Del Parque
-58.49710058,-34.60723988,BAIGORRIA 3627,Villa Del Parque
-58.49957997,-34.6087152,BAIGORRIA 3845,Villa Del Parque
-58.50658428,-34.6128651,BAIGORRIA 4475,Villa Devoto
-58.50996383,-34.61484087,BAIGORRIA 4731,Villa Devoto
-58.51510803,-34.61851604,BAIGORRIA 5155,Villa Devoto
-58.51932182,-34.62228398,BAIGORRIA 5543,Villa Real
-58.42695984,-34.63610139,BALBASTRO 576,Parque Chacabuco
-58.42873167,-34.63640552,BALBASTRO 706,Parque Chacabuco
-58.43339288,-34.63719034,BALBASTRO 1108,Parque Chacabuco
-58.43678539,-34.63786376,BALBASTRO 1330,Parque Chacabuco
-58.44118287,-34.63904156,BALBASTRO 1627,Parque Chacabuco
-58.44372065,-34.6396658,BALBASTRO 1839,Parque Chacabuco
-58.44591283,-34.64093924,BALBASTRO 2065,Parque Chacabuco
-58.44754362,-34.64242214,BALBASTRO 2237,Flores
-58.448793,-34.64351181,BALBASTRO 2353,Flores
-58.47723635,-34.66729441,BALBASTRO 5150,Villa Lugano
-58.46397531,-34.56315823,"BALBIN, RICARDO, DR. AV. 2325",Belgrano
-58.46929984,-34.59001667,BALBOA 615,Paternal
-58.4793938,-34.57994277,BALLIVIAN 2537,Parque Chas
-58.48170908,-34.58128911,BALLIVIAN 2795,Parque Chas
-58.48662497,-34.58459976,BALLIVIAN 3309,Parque Chas
-58.42268576,-34.65210596,BARCO CENTENERA DEL 3121,Nueva Pompeya
-58.41881442,-34.65491568,BARCO CENTENERA DEL 3461,Nueva Pompeya
-58.52343122,-34.63301706,BARRAGAN 592,Versalles
-58.4454832,-34.65847462,"BARROS PAZOS, JOSE 3096",Villa Soldati
-58.44738096,-34.66004719,"BARROS PAZOS, JOSE 3295",Villa Soldati
-58.44763036,-34.66026663,"BARROS PAZOS, JOSE 3305",Villa Soldati
-58.47624313,-34.68456405,"BARROS PAZOS, JOSE 6304",Villa Riachuelo
-58.47929118,-34.6873131,"BARROS PAZOS, JOSE 6710",Villa Riachuelo
-58.48102583,-34.58764696,BARZANA 1313,Parque Chas
-58.48234652,-34.5859759,BARZANA 1487,Parque Chas
-58.50507828,-34.63975815,BASUALDO 150,Villa Luro
-58.50296379,-34.64141179,BASUALDO 332,Villa Luro
-58.50053122,-34.64328273,BASUALDO 532,Villa Luro
-58.49726585,-34.64590189,BASUALDO 860,Mataderos
-58.49478002,-34.6478379,BASUALDO 1054,Mataderos
-58.49264839,-34.64948196,BASUALDO 1224,Mataderos
-58.49142063,-34.65043233,BASUALDO 1360,Mataderos
-58.48951505,-34.65192213,BASUALDO 1548,Mataderos
-58.4870533,-34.65384103,BASUALDO 1762,Mataderos
-58.4849773,-34.6554604,BASUALDO 1930,Mataderos
-58.47989962,-34.65941732,BASUALDO 2384,Villa Lugano
-58.47795383,-34.66093761,BASUALDO 2550,Villa Lugano
-58.47719146,-34.66151462,BASUALDO 2606,Villa Lugano
-58.47068133,-34.6666155,BASUALDO 3186,Villa Lugano
-58.47626882,-34.68115776,"BATLLE Y ORDOÑEZ, JOSE P.T. 6056",Villa Lugano
-58.48053703,-34.68448086,"BATLLE Y ORDOÑEZ, JOSE P.T. 6582",Villa Lugano
-58.48289306,-34.68659572,"BATLLE Y ORDOÑEZ, JOSE P.T. 6884",Villa Lugano
-58.44865535,-34.54792446,"BAVIO, ERNESTO A. 2930",Belgrano
-58.50102105,-34.57697075,BAZURCO 2360,Villa Pueyrredon
-58.50355259,-34.5785381,BAZURCO 2588,Villa Pueyrredon
-58.50430665,-34.57900445,BAZURCO 2646,Villa Pueyrredon
-58.50678415,-34.58052655,BAZURCO 2866,Villa Pueyrredon
-58.51398608,-34.5850074,BAZURCO 3410,Villa Devoto
-58.51167275,-34.63853768,"BEDOYA, ELIAS 96",Liniers
-58.49498573,-34.59538666,"BEIRO, FRANCISCO AV. 2963",Agronomia
-58.49907729,-34.59792647,"BEIRO, FRANCISCO AV. 3267",Villa Devoto
-58.50178365,-34.59960024,"BEIRO, FRANCISCO AV. 3475",Villa Devoto
-58.50450787,-34.60128173,"BEIRO, FRANCISCO AV. 3671",Villa Devoto
-58.50515729,-34.60168081,"BEIRO, FRANCISCO AV. 3715",Villa Devoto
-58.50781891,-34.60333176,"BEIRO, FRANCISCO AV. 3937",Villa Devoto
-58.51073671,-34.60510545,"BEIRO, FRANCISCO AV. 4215",Villa Devoto
-58.51231365,-34.60609628,"BEIRO, FRANCISCO AV. 4355",Villa Devoto
-58.5137379,-34.6069736,"BEIRO, FRANCISCO AV. 4473",Villa Devoto
-58.51607036,-34.60841107,"BEIRO, FRANCISCO AV. 4631",Villa Devoto
-58.51876599,-34.61007055,"BEIRO, FRANCISCO AV. 4829",Villa Devoto
-58.52129532,-34.61159579,"BEIRO, FRANCISCO AV. 5057",Villa Devoto
-58.52439538,-34.61346426,"BEIRO, FRANCISCO AV. 5253",Villa Devoto
-58.52607202,-34.61464466,"BEIRO, FRANCISCO AV. 5381",Villa Real
-58.52862365,-34.61662879,"BEIRO, FRANCISCO AV. 5619",Villa Real
-58.52955776,-34.61735264,"BEIRO, FRANCISCO AV. 5723",Villa Real
-58.45631095,-34.60555086,"BELAUSTEGUI, LUIS, DR. 1104",Caballito
-58.45890403,-34.60676903,"BELAUSTEGUI, LUIS, DR. 1328",Caballito
-58.47587933,-34.61566946,"BELAUSTEGUI, LUIS, DR. 2778",Villa Santa Rita
-58.47771185,-34.61664181,"BELAUSTEGUI, LUIS, DR. 2926",Villa Santa Rita
-58.4806578,-34.61818922,"BELAUSTEGUI, LUIS, DR. 3158",Villa Santa Rita
-58.48305425,-34.6194431,"BELAUSTEGUI, LUIS, DR. 3338",Villa Santa Rita
-58.48504203,-34.62095147,"BELAUSTEGUI, LUIS, DR. 3544",Villa Santa Rita
-58.48748384,-34.62303803,"BELAUSTEGUI, LUIS, DR. 3830",Floresta
-58.48924605,-34.62449452,"BELAUSTEGUI, LUIS, DR. 4024",Floresta
-58.49491564,-34.62826874,"BELAUSTEGUI, LUIS, DR. 4605",Velez Sarsfield
-58.49919801,-34.63119228,"BELAUSTEGUI, LUIS, DR. 4989",Velez Sarsfield
-58.39436808,-34.61409792,BELGRANO AV. 1980,Balvanera
-58.39709066,-34.61426293,BELGRANO AV. 2184,Balvanera
-58.39992107,-34.61442331,BELGRANO AV. 2370,Balvanera
-58.40326462,-34.61462815,BELGRANO AV. 2616,Balvanera
-58.40807775,-34.61512478,BELGRANO AV. 2990,Balvanera
-58.40918862,-34.61526772,BELGRANO AV. 3084,Balvanera
-58.43476004,-34.65386097,"BERG, CARLOS 2710",Villa Soldati
-58.43389933,-34.65481296,"BERG, CARLOS 2812",Villa Soldati
-58.43053133,-34.65828369,"BERG, CARLOS 3195",Villa Soldati
-58.42953308,-34.65918068,"BERG, CARLOS 3310",Villa Soldati
-58.42818732,-34.66075299,"BERG, CARLOS 3450",Villa Soldati
-58.42721663,-34.66194828,"BERG, CARLOS 3592",Villa Soldati
-58.45429496,-34.59776145,"BERNASCONI, MARIO 2247",Villa Crespo
-58.40563981,-34.59012603,BERUTI 2931,Recoleta
-58.41107106,-34.58614886,BERUTI 3457,Palermo
-58.46784145,-34.54365517,BESARES 2099,Nuñez
-58.4520152,-34.54805018,"BETBEDER, ONOFRE, ALTE. 1356",Belgrano
-58.4745804,-34.60279956,BIARRITZ 2053,Paternal
-58.47586284,-34.60462522,BIARRITZ 2281,Villa Del Parque
-58.47756583,-34.60555898,BIARRITZ 2431,Villa Del Parque
-58.48021151,-34.60698881,BIARRITZ 2631,Villa Del Parque
-58.45512314,-34.61405562,"BIEDMA, JOSE JUAN 935",Caballito
-58.4668748,-34.59537863,"BIELSA, RAFAEL, DR. 156",Paternal
-58.44982298,-34.63119136,"BILBAO, FRANCISCO 1473",Parque Chacabuco
-58.45064091,-34.63146362,"BILBAO, FRANCISCO 1545",Parque Chacabuco
-58.45291528,-34.6321912,"BILBAO, FRANCISCO 1807",Parque Chacabuco
-58.45702646,-34.63348854,"BILBAO, FRANCISCO 2187",Flores
-58.46171831,-34.63643416,"BILBAO, FRANCISCO 2595",Flores
-58.47322172,-34.64411317,"BILBAO, FRANCISCO 3768",Parque Avellaneda
-58.48101615,-34.6512968,"BILBAO, FRANCISCO 4541",Parque Avellaneda
-58.4657729,-34.6389766,"BILBAO, FRANCISCO AV. 3095",Flores
-58.46739655,-34.64003818,"BILBAO, FRANCISCO AV. 3205",Flores
-58.41581323,-34.61022615,BILLINGHURST 37,Almagro
-58.40624226,-34.58596971,BILLINGHURST 2245,Recoleta
-58.44330058,-34.54986409,BLANCO ENCALADA 886,Belgrano
-58.44509329,-34.55097133,BLANCO ENCALADA 1076,Belgrano
-58.44669225,-34.55190883,BLANCO ENCALADA 1198,Belgrano
-58.44742489,-34.55234217,BLANCO ENCALADA 1254,Belgrano
-58.4529,-34.55558295,BLANCO ENCALADA 1732,Belgrano
-58.45756675,-34.5583638,BLANCO ENCALADA 2246,Belgrano
-58.36379299,-34.63249881,"BLANES, JUAN MANUEL 555",Boca
-58.4229536,-34.61514167,"BOCAYUVA, QUINTINO 222",Almagro
-58.42249421,-34.61812129,"BOCAYUVA, QUINTINO 522",Almagro
-58.42205697,-34.62242625,"BOCAYUVA, QUINTINO 872",Boedo
-58.42129117,-34.62691005,"BOCAYUVA, QUINTINO 1148",Boedo
-58.420646,-34.62965659,"BOCAYUVA, QUINTINO 1410",Boedo
-58.42052057,-34.63425945,"BOCAYUVA, QUINTINO 1778",Boedo
-58.41764297,-34.6130476,BOEDO 145,Almagro
-58.41704779,-34.61599605,BOEDO AV. 315,Almagro
-58.41662656,-34.62058977,BOEDO AV. 657,Almagro
-58.41649318,-34.62198366,BOEDO AV. 777,Boedo
-58.41625711,-34.62464764,BOEDO AV. 935,Boedo
-58.41601065,-34.6305679,BOEDO AV. 1421,Boedo
-58.41624711,-34.6347545,BOEDO AV. 1753,Boedo
-58.4160391,-34.63852142,BOEDO AV. 2067,Boedo
-58.4617988,-34.62456312,BOGOTA 2216,Flores
-58.46524599,-34.62561862,BOGOTA 2472,Flores
-58.46780788,-34.62642337,BOGOTA 2656,Flores
-58.48808786,-34.63278128,BOGOTA 4339,Velez Sarsfield
-58.44109353,-34.62773234,"BONIFACIO, JOSE 995",Caballito
-58.45449223,-34.63023823,"BONIFACIO, JOSE 1871",Flores
-58.45662448,-34.63092692,"BONIFACIO, JOSE 2075",Flores
-58.45928882,-34.63177534,"BONIFACIO, JOSE 2291",Flores
-58.46170887,-34.63250162,"BONIFACIO, JOSE 2429",Flores
-58.4646381,-34.63339314,"BONIFACIO, JOSE 2649",Flores
-58.46781448,-34.63436362,"BONIFACIO, JOSE 2895",Flores
-58.47049814,-34.63520624,"BONIFACIO, JOSE 3095",Flores
-58.47477342,-34.63667816,"BONIFACIO, JOSE 3491",Floresta
-58.47511925,-34.63680026,"BONIFACIO, JOSE 3509",Floresta
-58.4340738,-34.65332413,"BONORINO, ESTEBAN, CNEL. AV. 2710",Nueva Pompeya
-58.42970682,-34.65653435,"BONORINO, ESTEBAN, CNEL. AV. 3094",Nueva Pompeya
-58.42722936,-34.65827275,"BONORINO, ESTEBAN, CNEL. AV. 3390",Nueva Pompeya
-58.42508763,-34.66067523,"BONORINO, ESTEBAN, CNEL. AV. 3594",Nueva Pompeya
-58.4447639,-34.58944239,BONPLAND 921,Chacarita
-58.44069539,-34.58630345,BONPLAND 1371,Palermo
-58.43861989,-34.58453864,BONPLAND 1549,Palermo
-58.43697019,-34.58309752,BONPLAND 1761,Palermo
-58.43602369,-34.58227224,BONPLAND 1849,Palermo
-58.43469855,-34.58111001,BONPLAND 1991,Palermo
-58.43391632,-34.58043768,BONPLAND 2061,Palermo
-58.43242639,-34.57913251,BONPLAND 2251,Palermo
-58.4316105,-34.57842058,BONPLAND 2331,Palermo
-58.52606473,-34.64672722,BOQUERON 7106,Liniers
-58.42878384,-34.58787016,"BORGES, JORGE LUIS 1733",Palermo
-58.42663583,-34.5864741,"BORGES, JORGE LUIS 1937",Palermo
-58.42475741,-34.58516327,"BORGES, JORGE LUIS 2149",Palermo
-58.42246231,-34.58330819,"BORGES, JORGE LUIS 2355",Palermo
-58.51866148,-34.64250463,"BOSCH, VENTURA 6534",Liniers
-58.50004681,-34.65118902,BRAGADO 5690,Mataderos
-58.50145955,-34.65238546,BRAGADO 5810,Mataderos
-58.50355802,-34.65412251,BRAGADO 6054,Mataderos
-58.50525879,-34.65554621,BRAGADO 6264,Mataderos
-58.50731575,-34.6572624,BRAGADO 6540,Mataderos
-58.50978046,-34.65932425,BRAGADO 6866,Mataderos
-58.51130761,-34.66060055,BRAGADO 7038,Mataderos
-58.51331184,-34.66225834,BRAGADO 7292,Mataderos
-58.36698092,-34.63700263,BRANDSEN 1013,Boca
-58.38257311,-34.63866405,BRANDSEN 2315,Barracas
-58.38739594,-34.63946283,BRANDSEN 2743,Barracas
-58.40285221,-34.63240776,BRASIL 2771,Parque Patricios
-58.41519965,-34.59609708,"BRAVO, MARIO 1151",Recoleta
-58.35734806,-34.63210792,"BRIN, MINISTRO 965",Boca
-58.3668735,-34.62783407,"BROWN, ALTE. AV. 162",Boca
-58.36534967,-34.62924585,"BROWN, ALTE. AV. 349",Boca
-58.36193616,-34.63149409,"BROWN, ALTE. AV. 735",Boca
-58.3602598,-34.63316339,"BROWN, ALTE. AV. 929",Boca
-58.49102215,-34.64601932,BRUIX AV. 4676,Parque Avellaneda
-58.47564477,-34.59003781,BUCARELLI 975,Parque Chas
-58.51622323,-34.64489317,CAAGUAZU 6276,Liniers
-58.51782976,-34.64627411,CAAGUAZU 6448,Liniers
-58.51907175,-34.64734292,CAAGUAZU 6638,Liniers
-58.52108324,-34.64919817,CAAGUAZU 6958,Liniers
-58.52172336,-34.64979556,CAAGUAZU 7036,Liniers
-58.52304526,-34.65103321,CAAGUAZU 7204,Liniers
-58.52382115,-34.65173412,CAAGUAZU 7308,Liniers
-58.40799936,-34.58163714,CABELLO 3322,Palermo
-58.41331361,-34.57997894,CABELLO 3826,Palermo
-58.51136262,-34.58677652,"CABEZON, JOSE LEON 3376",Villa Devoto
-58.51900778,-34.59138916,"CABEZON, JOSE LEON 3979",Villa Devoto
-58.45145353,-34.56642199,CABILDO AV. 1547,Belgrano
-58.45454309,-34.56434761,CABILDO AV. 1851,Belgrano
-58.45698195,-34.56151174,CABILDO AV. 2151,Belgrano
-58.45955581,-34.55851622,CABILDO AV. 2475,Belgrano
-58.46219439,-34.55560674,CABILDO AV. 2887,Belgrano
-58.46468704,-34.55305459,CABILDO AV. 3151,Nuñez
-58.46654781,-34.55075817,CABILDO AV. 3449,Nuñez
-58.46822251,-34.54867269,CABILDO AV. 3723,Nuñez
-58.46960383,-34.54690053,CABILDO AV. 3985,Nuñez
-58.47162061,-34.54423076,CABILDO AV. 4331,Nuñez
-58.47334546,-34.54189625,CABILDO AV. 4633,Nuñez
-58.47523771,-34.53948369,CABILDO AV. 4989,Nuñez
-58.36016708,-34.62796142,CABOTO 450,Boca
-58.35890559,-34.62900603,CABOTO 564,Boca
-58.40926074,-34.59700973,"CABRERA, JOSE A. 3018",Recoleta
-58.41232462,-34.59690694,"CABRERA, JOSE A. 3246",Recoleta
-58.41637317,-34.59672547,"CABRERA, JOSE A. 3558",Palermo
-58.42071891,-34.5965162,"CABRERA, JOSE A. 3840",Palermo
-58.42374414,-34.59632633,"CABRERA, JOSE A. 4048",Palermo
-58.42575883,-34.59463794,"CABRERA, JOSE A. 4338",Palermo
-58.43848473,-34.58538642,"CABRERA, JOSE A. 5643",Palermo
-58.44108073,-34.58346834,"CABRERA, JOSE A. 5891",Palermo
-58.44150958,-34.58315169,"CABRERA, JOSE A. 5919",Palermo
-58.44263002,-34.58232518,"CABRERA, JOSE A. 6031",Palermo
-58.4391682,-34.63258477,CACHIMAYO 1071,Parque Chacabuco
-58.51439935,-34.64942873,CAFAYATE 1011,Liniers
-58.47737971,-34.67809998,CAFAYATE 4155,Villa Lugano
-58.47421014,-34.68045082,CAFAYATE 4458,Villa Lugano
-58.47249832,-34.68177167,CAFAYATE 4630,Villa Lugano
-58.48484317,-34.6386139,CAJARAVILLA 4180,Velez Sarsfield
-58.48761482,-34.63944163,CAJARAVILLA 4352,Velez Sarsfield
-58.48926175,-34.63986673,CAJARAVILLA 4458,Velez Sarsfield
-58.49417022,-34.64056782,CAJARAVILLA 4786,Villa Luro
-58.49631821,-34.64087352,CAJARAVILLA 4950,Villa Luro
-58.46441554,-34.58743586,CALDAS 1331,Villa Ortuzar
-58.46559021,-34.58657687,CALDAS 1423,Villa Ortuzar
-58.4676304,-34.58508365,CALDAS 1619,Villa Ortuzar
-58.47176977,-34.58373542,CALDAS 1987,Villa Ortuzar
-58.50235649,-34.62908894,"CALDERON DE LA BARCA, PEDRO 1041",Velez Sarsfield
-58.35829968,-34.6427335,CALIFORNIA 604,Boca
-58.37660349,-34.64764584,CALIFORNIA 2086,Barracas
-58.38509297,-34.6495086,CALIFORNIA 2766,Barracas
-58.39304329,-34.59762732,CALLAO AV. 955,Recoleta
-58.39038842,-34.59052143,CALLAO AV. 1661,Recoleta
-58.38793437,-34.58830651,CALLAO AV. 1911,Recoleta
-58.39383763,-34.62046692,"CALVO, CARLOS 1953",San Cristobal
-58.39700481,-34.62066681,"CALVO, CARLOS 2193",San Cristobal
-58.39952679,-34.62084234,"CALVO, CARLOS 2381",San Cristobal
-58.40110201,-34.62096087,"CALVO, CARLOS 2527",San Cristobal
-58.4037868,-34.62129331,"CALVO, CARLOS 2755",San Cristobal
-58.40634428,-34.6218034,"CALVO, CARLOS 2905",San Cristobal
-58.40786185,-34.62209995,"CALVO, CARLOS 3009",San Cristobal
-58.41178116,-34.62286988,"CALVO, CARLOS 3275",San Cristobal
-58.45681117,-34.63153209,CAMACUA 340,Flores
-58.43825112,-34.60239863,CAMARGO 275,Villa Crespo
-58.43943026,-34.60110561,CAMARGO 413,Villa Crespo
-58.44090106,-34.59967691,CAMARGO 617,Villa Crespo
-58.44188289,-34.59879447,CAMARGO 709,Villa Crespo
-58.46268365,-34.60386291,CAMARONES 1492,Villa Gral. Mitre
-58.46499868,-34.60479948,CAMARONES 1662,Villa Gral. Mitre
-58.46740387,-34.60588077,CAMARONES 1852,Villa Gral. Mitre
-58.47140744,-34.60761349,CAMARONES 2150,Villa Gral. Mitre
-58.4762557,-34.61015642,CAMARONES 2556,Villa Gral. Mitre
-58.47856302,-34.61137569,CAMARONES 2738,Villa Santa Rita
-58.48080757,-34.61255803,CAMARONES 2910,Villa Santa Rita
-58.48383971,-34.61415424,CAMARONES 3152,Villa Santa Rita
-58.48955771,-34.61770639,CAMARONES 3686,Villa Santa Rita
-58.4899523,-34.61804376,CAMARONES 3720,Villa Santa Rita
-58.49196926,-34.61975308,CAMARONES 3946,Floresta
-58.49554657,-34.62272392,CAMARONES 4354,Floresta
-58.49641477,-34.6233306,CAMARONES 4446,Velez Sarsfield
-58.50002023,-34.62494317,CAMARONES 4756,Velez Sarsfield
-58.5021609,-34.62618562,CAMARONES 4950,Velez Sarsfield
-58.50587895,-34.62954712,CAMARONES 5264,Villa Luro
-58.50739185,-34.63091083,CAMARONES 5416,Villa Luro
-58.51049531,-34.63368665,CAMARONES 5780,Versalles
-58.47314854,-34.58517643,CAMPILLO 2512,Parque Chas
-58.47548157,-34.58771762,CAMPILLO 2766,Parque Chas
-58.47650419,-34.58848386,CAMPILLO 2862,Parque Chas
-58.47827902,-34.5898302,CAMPILLO 3074,Parque Chas
-58.45852535,-34.54833938,CAMPOS SALLES 1721,Nuñez
-58.45995917,-34.54914661,CAMPOS SALLES 1900,Nuñez
-58.46460692,-34.55139534,CAMPOS SALLES 2281,Nuñez
-58.43187914,-34.57424329,"CAMPOS, LUIS M. AV. 231",Palermo
-58.43443239,-34.57150199,"CAMPOS, LUIS M. AV. 539",Palermo
-58.43533901,-34.57055151,"CAMPOS, LUIS M. AV. 661",Palermo
-58.43679533,-34.56895636,"CAMPOS, LUIS M. AV. 835",Palermo
-58.43982088,-34.56569751,"CAMPOS, LUIS M. AV. 1157",Palermo
-58.4420435,-34.56394838,"CAMPOS, LUIS M. AV. 1363",Palermo
-58.44410247,-34.56255569,"CAMPOS, LUIS M. AV. 1540",Belgrano
-58.44495621,-34.56179951,"CAMPOS, LUIS M. AV. 1616",Belgrano
-58.51417756,-34.60497081,"CANTILO, JOSE LUIS 4385",Villa Devoto
-58.51648881,-34.60635153,"CANTILO, JOSE LUIS 4583",Villa Devoto
-58.5202803,-34.6087064,"CANTILO, JOSE LUIS 4853",Villa Devoto
-58.52368123,-34.61101188,"CANTILO, JOSE LUIS 5119",Villa Devoto
-58.5258416,-34.61247507,"CANTILO, JOSE LUIS 5245",Villa Devoto
-58.52891631,-34.61477941,"CANTILO, JOSE LUIS 5509",Villa Real
-58.51193753,-34.65553955,CAÑADA DE GOMEZ 1645,Mataderos
-58.50195021,-34.66374503,CAÑADA DE GOMEZ 2495,Mataderos
-58.50143611,-34.664167,CAÑADA DE GOMEZ 2523,Mataderos
-58.49952337,-34.66575807,CAÑADA DE GOMEZ 2737,Mataderos
-58.48492914,-34.67740382,CAÑADA DE GOMEZ 4008,Villa Lugano
-58.48208411,-34.6799158,CAÑADA DE GOMEZ 4245,Villa Lugano
-58.47802917,-34.68305415,CAÑADA DE GOMEZ 4547,Villa Lugano
-58.47549519,-34.68497383,CAÑADA DE GOMEZ 4759,Villa Riachuelo
-58.47434586,-34.68586121,CAÑADA DE GOMEZ 4859,Villa Riachuelo
-58.47186973,-34.68773648,CAÑADA DE GOMEZ 5075,Villa Riachuelo
-58.46853118,-34.69026298,CAÑADA DE GOMEZ 5335,Villa Riachuelo
-58.4671898,-34.69128316,CAÑADA DE GOMEZ 5471,Villa Riachuelo
-58.46526145,-34.69273784,CAÑADA DE GOMEZ 5651,Villa Riachuelo
-58.48768085,-34.59052707,CARACAS 3525,Agronomia
-58.49318909,-34.58444593,CARACAS 4389,Villa Pueyrredon
-58.4957933,-34.58157061,CARACAS 4759,Villa Pueyrredon
-58.46018887,-34.57133415,CARBAJAL 3210,Belgrano
-58.50825725,-34.65812123,"CARDENAS, CNEL. AV. 2004",Mataderos
-58.50227927,-34.66658694,"CARDENAS, CNEL. AV. 2652",Mataderos
-58.52510781,-34.63946342,CARHUE 31,Liniers
-58.52465931,-34.64453412,CARHUE 495,Liniers
-58.52450719,-34.64626782,CARHUE 665,Liniers
-58.52432782,-34.64828691,CARHUE 875,Liniers
-58.51827454,-34.65437154,CARHUE 1494,Mataderos
-58.51001881,-34.66090649,CARHUE 2180,Mataderos
-58.50384572,-34.66603502,CARHUE 2604,Mataderos
-58.4990168,-34.67015473,CARHUE 3095,Mataderos
-58.49765526,-34.67128726,CARHUE 3189,Mataderos
-58.49505925,-34.67258361,CARHUE 3340,Villa Lugano
-58.47497437,-34.60103035,"CARRANZA, ADOLFO P. 2026",Paternal
-58.47631415,-34.6036059,"CARRANZA, ADOLFO P. 2260",Villa Del Parque
-58.47849487,-34.6048004,"CARRANZA, ADOLFO P. 2446",Villa Del Parque
-58.47986702,-34.60554713,"CARRANZA, ADOLFO P. 2554",Villa Del Parque
-58.4826836,-34.60691649,"CARRANZA, ADOLFO P. 2760",Villa Del Parque
-58.44195664,-34.58561759,"CARRANZA, ANGEL JUSTINIANO 1354",Palermo
-58.44016514,-34.58405329,"CARRANZA, ANGEL JUSTINIANO 1506",Palermo
-58.43883473,-34.58289082,"CARRANZA, ANGEL JUSTINIANO 1648",Palermo
-58.43715031,-34.58149067,"CARRANZA, ANGEL JUSTINIANO 1836",Palermo
-58.43485242,-34.57940898,"CARRANZA, ANGEL JUSTINIANO 2084",Palermo
-58.43329577,-34.57804867,"CARRANZA, ANGEL JUSTINIANO 2278",Palermo
-58.43242233,-34.57728858,"CARRANZA, ANGEL JUSTINIANO 2352",Palermo
-58.48997518,-34.58564513,"CARRIL, SALVADOR MARIA DEL AV. 2184",Agronomia
-58.49114317,-34.58638462,"CARRIL, SALVADOR MARIA DEL AV. 2286",Agronomia
-58.50731525,-34.59623004,"CARRIL, SALVADOR MARIA DEL AV. 3587",Villa Devoto
-58.51558734,-34.60133699,"CARRIL, SALVADOR MARIA DEL AV. 4295",Villa Devoto
-58.51618822,-34.60171108,"CARRIL, SALVADOR MARIA DEL AV. 4335",Villa Devoto
-58.52050929,-34.60436393,"CARRIL, SALVADOR MARIA DEL AV. 4685",Villa Devoto
-58.52261162,-34.60565724,"CARRIL, SALVADOR MARIA DEL AV. 4847",Villa Devoto
-58.524865,-34.60715358,"CARRIL, SALVADOR MARIA DEL AV. 4989",Villa Devoto
-58.52688361,-34.6085268,"CARRIL, SALVADOR MARIA DEL AV. 5109",Villa Devoto
-58.38307545,-34.63364989,"CARRILLO, RAMON, DR. 115",Barracas
-58.37142934,-34.6265473,CASEROS AV. 423,San Telmo
-58.38332268,-34.63211084,CASEROS AV. 1441,Constitucion
-58.39338589,-34.63487243,CASEROS AV. 2184,Parque Patricios
-58.39702864,-34.6356407,CASEROS AV. 2474,Parque Patricios
-58.39948328,-34.6360871,CASEROS AV. 2634,Parque Patricios
-58.40423009,-34.63695246,CASEROS AV. 2938,Parque Patricios
-58.40741006,-34.63751599,CASEROS AV. 3070,Parque Patricios
-58.4084505,-34.63761483,CASEROS AV. 3160,Parque Patricios
-58.41020073,-34.6379183,CASEROS AV. 3242,Parque Patricios
-58.41740513,-34.63922413,CASEROS AV. 3740,Nueva Pompeya
-58.42281318,-34.64014185,CASEROS AV. 4140,Nueva Pompeya
-58.48915094,-34.68064492,CASTAÑARES AV. 6607,Villa Lugano
-58.49069386,-34.68204176,CASTAÑARES AV. 6795,Villa Lugano
-58.43813274,-34.55215722,CASTAÑEDA 2020,Belgrano
-58.44208859,-34.65666104,CASTAÑON 2695,Villa Soldati
-58.44033911,-34.65793406,CASTAÑON 2810,Villa Soldati
-58.43757507,-34.66012772,CASTAÑON 3096,Villa Soldati
-58.43635507,-34.66120443,CASTAÑON 3219,Villa Soldati
-58.43515187,-34.66206271,CASTAÑON 3362,Villa Soldati
-58.43297185,-34.66500069,CASTAÑON 3588,Villa Soldati
-58.43075053,-34.59912481,CASTILLO 77,Villa Crespo
-58.39677371,-34.63178463,"CASTILLO, CATULO 2360",Parque Patricios
-58.41968192,-34.61980204,CASTRO BARROS 689,Almagro
-58.41924176,-34.62362503,CASTRO BARROS 957,Boedo
