long,lat,materiales,dias_y_horario,direccion,barrio
-58.39391295,-34.65162221,Papel / Cartón / Vidrio / Metal / Plástico / Tetra-brik / Telgopor,Horario de atención del edificio en el que está instalado,,
-58.40238658,-34.59833744,Papel / Cartón / Vidrio / Metal / Plástico / Tetra-brik / Telgopor,Horario de atención del edificio en el que está instalado,LARREA 854,Recoleta
-58.41327491,-34.63591999,Papel / Cartón / Vidrio / Metal / Plástico / Tetra-brik / Telgopor,Horario de atención del edificio en el que está instalado,,
-58.4146383,-34.61004178,Papel / Cartón / Vidrio / Metal / Plástico / Tetra-brik / Telgopor,Horario de atención del edificio en el que está instalado,,
-58.4405292,-34.61605651,Papel / Cartón / Vidrio / Metal / Plástico / Tetra-brik / Telgopor,Miércoles a Domingos de 11 a 19 hs.,,
-58.43962174,-34.61069676,Papel / Cartón / Vidrio / Metal / Plástico / Tetra-brik / Telgopor,Horario de atención del edificio en el que está instalado,ACOYTE AV. 702,Caballito
-58.44717542,-34.62486876,Papel / Cartón / Vidrio / Metal / Plástico / Tetra-brik / Telgopor,Horario de atención del edificio en el que está instalado,"ALBERDI, JUAN BAUTISTA AV. 1363",Caballito
-58.43523559,-34.61191248,Papel / Cartón / Vidrio / Metal / Plástico / Tetra-brik / Telgopor,Horario de atención del edificio en el que está instalado,CAMPICHUELO 472,Caballito
-58.446293,-34.62717191,Papel / Cartón / Vidrio / Metal / Plástico / Tetra-brik / Telgopor,Horario de atención del edificio en el que está instalado,,
-58.46066932,-34.61111018,Papel / Cartón / Vidrio / Metal / Plástico / Tetra-brik / Telgopor,Horario de atención del edificio en el que está instalado,,
-58.45536399,-34.63259166,Papel / Cartón / Vidrio / Metal / Plástico / Tetra-brik / Telgopor,Miércoles a Domingos de 11 a 19 hs.,,
-58.46358119,-34.63475546,Papel / Cartón / Vidrio / Metal / Plástico / Tetra-brik / Telgopor,Miércoles a Domingos de 11 a 19 hs.,,
-58.46356177,-34.63382403,Papel / Cartón / Vidrio / Metal / Plástico / Tetra-brik / Telgopor,Horario de atención del edificio en el que está instalado,VARELA 358,Flores
-58.47327395,-34.63553878,Papel / Cartón / Vidrio / Metal / Plástico / Tetra-brik / Telgopor,Horario de atención del edificio en el que está instalado,,
-58.46856748,-34.64182223,Papel / Cartón / Vidrio / Metal / Plástico / Tetra-brik / Telgopor,Horario de atención del edificio en el que está instalado,,
-58.46258006,-34.6360405,Papel / Cartón / Vidrio / Metal / Plástico / Tetra-brik / Telgopor,Horario de atención del edificio en el que está instalado,,
-58.44694884,-34.64495034,Papel / Cartón / Vidrio / Metal / Plástico / Tetra-brik / Telgopor,Horario de atención del edificio en el que está instalado,CASTAÑARES AV. 2350,Flores
-58.44106167,-34.63222633,Papel / Cartón / Vidrio / Metal / Plástico / Tetra-brik / Telgopor,Horario de atención del edificio en el que está instalado,"MITRE, EMILIO 956",Parque Chacabuco
-58.44473389,-34.63324484,Papel / Cartón / Vidrio / Metal / Plástico / Tetra-brik / Telgopor,Horario de atención del edificio en el que está instalado,,
-58.47683874,-34.67738896,Aparatos de informática y comunicación (hasta 3 unid. y accesorios) /pequeños electrodomésticos (hasta 3 un.)/ papel / cartón / metal / vidrio / plástico / telgopor / tetra-brik / Aceite Vegetal usado,Miércoles a Domingos de 11 a 19 hs.,"GALLO, DELFIN y LEGUIZAMON, MARTINIANO",Villa Lugano
-58.46568531,-34.68357089,Papel / Cartón / Vidrio / Metal / Plástico / Tetra-brik / Telgopor,Miércoles a Domingos de 11 a 19 hs.,,
-58.46932177,-34.66481782,Papel / Cartón / Vidrio / Metal / Plástico / Tetra-brik / Telgopor,Horario de atención del edificio en el que está instalado,,
-58.440503,-34.65571235,Papel / Cartón / Vidrio / Metal / Plástico / Tetra-brik / Telgopor,Horario de atención del edificio en el que está instalado,,
-58.52722464,-34.65097673,Papel / Cartón / Vidrio / Metal / Plástico / Tetra-brik / Telgopor,Miércoles a Domingos de 11 a 19 hs.,,
-58.51450113,-34.66419105,Papel / Cartón / Vidrio / Metal / Plástico / Tetra-brik / Telgopor,Miércoles a Domingos de 11 a 19 hs.,,
-58.52342025,-34.64514946,Papel / Cartón / Vidrio / Metal / Plástico / Tetra-brik / Telgopor,Miércoles a Domingos de 11 a 19 hs.,,
-58.51942889,-34.63372563,Papel / Cartón / Vidrio / Metal / Plástico / Tetra-brik / Telgopor,Horario de atención del edificio en el que está instalado,"JUSTO, JUAN B. AV. 9200",Liniers
-58.51990867,-34.63361273,Papel / Cartón / Vidrio / Metal / Plástico / Tetra-brik / Telgopor,Horario de atención del edificio en el que está instalado,,
-58.50514543,-34.65315865,Papel / Cartón / Vidrio / Metal / Plástico / Tetra-brik / Telgopor,Horario de atención del edificio en el que está instalado,MURGUIONDO 1568,Mataderos
-58.51488214,-34.6435071,Papel / Cartón / Vidrio / Metal / Plástico / Tetra-brik / Telgopor,Horario de atención del edificio en el que está instalado,CAAGUAZU 6151,Liniers
-58.52135316,-34.63655961,Papel / Cartón / Vidrio / Metal / Plástico / Tetra-brik / Telgopor,Horario de atención del edificio en el que está instalado,,
-58.47588889,-34.64496898,Papel / Cartón / Vidrio / Metal / Plástico / Tetra-brik / Telgopor,Horario de atención del edificio en el que está instalado,,
-58.47653245,-34.64510413,Papel / Cartón / Vidrio / Metal / Plástico / Tetra-brik / Telgopor,Horario de atención del edificio en el que está instalado,,
-58.52555863,-34.61648938,Papel / Cartón / Vidrio / Metal / Plástico / Tetra-brik / Telgopor,Miércoles a Domingos de 11 a 19 hs.,,
-58.52160413,-34.63327729,Papel / Cartón / Vidrio / Metal / Plástico / Tetra-brik / Telgopor,Miércoles a Domingos de 11 a 19 hs.,ALVAREZ JONTE AV. 6383,Liniers
-58.49763128,-34.61754938,Papel / Cartón / Vidrio / Metal / Plástico / Tetra-brik / Telgopor,Miércoles a Domingos de 11 a 19 hs.,,
-58.50837643,-34.61916896,Papel / Cartón / Vidrio / Metal / Plástico / Tetra-brik / Telgopor,Miércoles a Domingos de 11 a 19 hs.,,
-58.47640153,-34.63741754,Papel / Cartón / Vidrio / Metal / Plástico / Tetra-brik / Telgopor,Horario de atención del edificio en el que está instalado,"BONIFACIO, JOSE 3650",Floresta
-58.48176686,-34.6345908,Papel / Cartón / Vidrio / Metal / Plástico / Tetra-brik / Telgopor,Horario de atención del edificio en el que está instalado,"ACOSTA, MARIANO AV. 45",Velez Sarsfield
-58.52524119,-34.62175696,Papel / Cartón / Vidrio / Metal / Plástico / Tetra-brik / Telgopor,Horario de atención del edificio en el que está instalado,IRIGOYEN 2150,Villa Real
-58.41311008,-34.59435282,Papel / Cartón / Vidrio / Metal / Plástico / Tetra-brik / Telgopor,Horario de atención del edificio en el que está instalado,,
-58.42113474,-34.62829502,Papel / Cartón / Vidrio / Metal / Plástico / Tetra-brik / Telgopor,Horario de atención del edificio en el que está instalado,,
-58.49043748,-34.6423754,Papel / Cartón / Vidrio / Metal / Plástico / Tetra-brik / Telgopor,Horario de atención del edificio en el que está instalado,,
-58.49544534,-34.62370371,Papel / Cartón / Vidrio / Metal / Plástico / Tetra-brik / Telgopor,Horario de atención del edificio en el que está instalado,,
-58.52244345,-34.62602105,Papel / Cartón / Vidrio / Metal / Plástico / Tetra-brik / Telgopor,Horario de atención del edificio en el que está instalado,,
-58.5272422,-34.62084537,Papel / Cartón / Vidrio / Metal / Plástico / Tetra-brik / Telgopor,Horario de atención del edificio en el que está instalado,SIMBRON 5855,Villa Real
-58.52289592,-34.61299608,Papel / Cartón / Vidrio / Metal / Plástico / Tetra-brik / Telgopor,Miércoles a Domingos de 11 a 19 hs.,,
-58.51322575,-34.60693864,Papel / Cartón / Vidrio / Metal / Plástico / Tetra-brik / Telgopor,Horario de atención del edificio en el que está instalado,,
-58.48120267,-34.57108974,Papel / Cartón / Vidrio / Metal / Plástico / Tetra-brik / Telgopor,Miércoles a Domingos de 11 a 19 hs.,,
-58.48932201,-34.56497675,Papel / Cartón / Vidrio / Metal / Plástico / Tetra-brik / Telgopor,Horario de atención del edificio en el que está instalado,GALVAN 3300,Villa Urquiza
-58.51072929,-34.57791142,Papel / Cartón / Vidrio / Metal / Plástico / Tetra-brik / Telgopor,Horario de atención del edificio en el que está instalado,,
-58.49466549,-34.57753425,Papel / Cartón / Vidrio / Metal / Plástico / Tetra-brik / Telgopor,Horario de atención del edificio en el que está instalado,,
-58.45831797,-34.57730678,Papel / Cartón / Vidrio / Metal / Plástico / Tetra-brik / Telgopor,Miércoles a Domingos de 11 a 19 hs.,,
-58.46184415,-34.5488122,Papel / Cartón / Vidrio / Metal / Plástico / Tetra-brik / Telgopor,Miércoles a Domingos de 11 a 19 hs.,,
-58.47737384,-34.55014224,Papel / Cartón / Vidrio / Metal / Plástico / Tetra-brik / Telgopor,Miércoles a Domingos de 11 a 19 hs.,,
-58.45968788,-34.57534457,Papel / Cartón / Vidrio / Metal / Plástico / Tetra-brik / Telgopor,Horario de atención del edificio en el que está instalado,ELCANO AV. 3380,Colegiales
-58.4652044,-34.55301461,Papel / Cartón / Vidrio / Metal / Plástico / Tetra-brik / Telgopor,Horario de atención del edificio en el que está instalado,CABILDO AV. 3190,Nuñez
-58.4461427,-34.55649267,Papel / Cartón / Vidrio / Metal / Plástico / Tetra-brik / Telgopor,Horario de atención del edificio en el que está instalado,MIGUELETES 2039,Belgrano
-58.43917874,-34.55133394,Papel / Cartón / Vidrio / Metal / Plástico / Tetra-brik / Telgopor,Horario de atención del edificio en el que está instalado,,
-58.45704218,-34.54655195,Papel / Cartón / Vidrio / Metal / Plástico / Tetra-brik / Telgopor,Horario de atención del edificio en el que está instalado,DEL LIBERTADOR AV. 7199,Nuñez
-58.44343705,-34.5483859,Papel / Cartón / Vidrio / Metal / Plástico / Tetra-brik / Telgopor,Horario de atención del edificio en el que está instalado,MONROE 801,Belgrano
-58.44334581,-34.55855775,Papel / Cartón / Vidrio / Metal / Plástico / Tetra-brik / Telgopor,Horario de atención del edificio en el que está instalado,LA PAMPA 1376,Belgrano
-58.4103484,-34.58333653,Papel / Cartón / Vidrio / Metal / Plástico / Tetra-brik / Telgopor,Miércoles a Domingos de 11 a 19 hs.,"SALGUERO, JERONIMO 2450",Palermo
-58.42151882,-34.574408,Papel / Cartón / Vidrio / Metal / Plástico / Tetra-brik / Telgopor,Horario de atención del edificio en el que está instalado,GODOY CRUZ y DEMARIA,Palermo
-58.43930214,-34.56406774,Papel / Cartón / Vidrio / Metal / Plástico / Tetra-brik / Telgopor,Horario de atención del edificio en el que está instalado,"LACROZE, FEDERICO 1755",Palermo
-58.4172538,-34.59185632,Papel / Cartón / Vidrio / Metal / Plástico / Tetra-brik / Telgopor,Horario de atención del edificio en el que está instalado,SOLER 3929,Palermo
-58.49611905,-34.59935371,Papel / Cartón / Vidrio / Metal / Plástico / Tetra-brik / Telgopor,Horario de atención del edificio en el que está instalado,SIMBRON 3160,Villa Del Parque
-58.4280061,-34.55998058,Papel / Cartón / Vidrio / Metal / Plástico / Tetra-brik / Telgopor,Horario de atención del edificio en el que está instalado,,
-58.3979782,-34.57015893,Papel / Cartón / Vidrio / Metal / Plástico / Tetra-brik / Telgopor,Horario de atención del edificio en el que está instalado,,
-58.39730228,-34.57051014,Papel / Cartón / Vidrio / Metal / Plástico / Tetra-brik / Telgopor,Horario de atención del edificio en el que está instalado,,
-58.40357915,-34.61833657,Papel / Cartón / Vidrio / Metal / Plástico / Tetra-brik / Telgopor,Horario de atención del edificio en el que está instalado,JUJUY AV. 780,Balvanera
-58.49259237,-34.58829355,Papel / Cartón / Vidrio / Metal / Plástico / Tetra-brik / Telgopor,Horario de atención del edificio en el que está instalado,NUEVA YORK 2467,Agronomia
-58.4900411,-34.59126746,Papel / Cartón / Vidrio / Metal / Plástico / Tetra-brik / Telgopor,Horario de atención del edificio en el que está instalado,NAVARRO 2460,Agronomia
-58.44891234,-34.59256113,Papel / Cartón / Vidrio / Metal / Plástico / Tetra-brik / Telgopor,Horario de atención del edificio en el que está instalado,GUZMAN 19,Chacarita
-58.44491158,-34.6051325,Papel / Cartón / Vidrio / Metal / Plástico / Tetra-brik / Telgopor,Horario de atención del edificio en el que está instalado,ANTEZANA 340,Villa Crespo
-58.47128747,-34.59663869,Papel / Cartón / Vidrio / Metal / Plástico / Tetra-brik / Telgopor,Horario de atención del edificio en el que está instalado,WARNES AV. 2450,Paternal
-58.44791198,-34.60672105,Papel / Cartón / Vidrio / Metal / Plástico / Tetra-brik / Telgopor,Miércoles a Domingos de 11 a 19 hs.,ROJAS y ANTEZANA,Villa Crespo
-58.38385144,-34.59790662,Aparatos de informática y comunicación (hasta 3 unid. y accesorios) /pequeños electrodomésticos (hasta 3 un.)/ papel / cartón / metal / vidrio / plástico / telgopor / tetra-brik / Aceite Vegetal usado,Miércoles a Domingos de 11 a 19 hs.,PARAGUAY y LIBERTAD,Retiro
-58.36823968,-34.61198252,Papel / Cartón / Vidrio / Metal / Plástico / Tetra-brik / Telgopor,Miércoles a Domingos de 11 a 19 hs.,AZOPARDO y BELGRANO AV.,Monserrat
-58.44353101,-34.55871644,Papel / Cartón / Vidrio / Metal / Plástico / Tetra-brik / Telgopor,Horario de atención del edificio en el que está instalado,LA PAMPA 1376,Belgrano
-58.44206344,-34.54931718,Papel / Cartón / Vidrio / Metal / Plástico / Tetra-brik / Telgopor / Aceite vegetal usado,Miércoles a Domingos de 11 a 19hs.,RAMSAY y BLANCO ENCALADA,Belgrano
-58.45485286,-34.58450283,Papel / Cartón / Vidrio / Metal / Plástico / Tetra-brik / Telgopor / Aceite vegetal usado,Miércoles a Domingos de 11 a 19 hs.,"FOREST AV. y GARCIA, TEODORO",Chacarita
-58.41684741,-34.6278405,Papel / Cartón / Vidrio / Metal / Plástico / Tetra-brik / Telgopor / Aceite vegetal usado,Miércoles a Domingos de 11 a 19hs.,CONSTITUCION y COLOMBRES,Boedo
-58.40829087,-34.61000079,Papel / Cartón / Vidrio / Metal / Plástico / Tetra-brik / Telgopor / Aceite vegetal usado,Miércoles a Domingos de 11 a 19 hs.,RIVADAVIA AV. y ECUADOR,Balvanera
-58.44337895,-34.61255013,Papel / Cartón / Vidrio / Metal / Plástico / Tetra-brik / Telgopor / Aceite vegetal usado,Miércoles a Domingos de 11 a 19 hs.,"COLPAYO y VALLESE, FELIPE",Caballito
-58.3956417,-34.63555192,Papel / Cartón / Vidrio / Metal / Plástico / Tetra-brik / Telgopor / Aceite vegetal usado,Miércoles a Domingos de 11 a 19 hs.,CASEROS AV. y MONASTERIO,Parque Patricios
-58.49356785,-34.6288651,Papel / Cartón / Vidrio / Metal / Plástico / Tetra-brik / Telgopor / Aceite vegetal usado,Miércoles a Domingos de 11 a 19 hs.,"JUSTO, JUAN B. AV. y GAONA AV.",Velez Sarsfield
-58.49237492,-34.62036157,Papel / Cartón / Vidrio / Metal / Plástico / Tetra-brik / Telgopor / Aceite vegetal usado,Miércoles a Domingos de 11 a 19 hs.,CHIVILCOY y CAMARONES,Floresta
-58.48265175,-34.63553887,Papel / Cartón / Vidrio / Metal / Plástico / Tetra-brik / Telgopor / Aceite vegetal usado,Miércoles a Domingos de 11 a 19 hs.,,
